county,time,start_date,end_date,cases,deaths,est_cases,est_deaths,cumulative_deaths,hospitalized,icu
Sonoma,30,2022-12-30,2023-01-05,332,3,332,3,541,54,4
Sonoma,31,2023-01-06,2023-01-12,240,5,240,5,546,37,4
Sonoma,32,2023-01-13,2023-01-19,194,6,194,6,552,26,2
Sonoma,33,2023-01-20,2023-01-26,156,2,156,2,554,24,1
Sonoma,34,2023-01-27,2023-02-02,229,3,229,3,557,25,1
Sonoma,35,2023-02-03,2023-02-09,248,2,248,2,559,20,3
Sonoma,36,2023-02-10,2023-02-16,241,1,241,1,560,23,0
Sonoma,37,2023-02-17,2023-02-23,247,2,247,2,562,25,3
Sonoma,38,2023-02-24,2023-03-02,207,4,207,4,566,40,4
Sonoma,39,2023-03-03,2023-03-09,208,5,208,5,571,26,7
Sonoma,40,2023-03-10,2023-03-16,178,3,178,3,574,40,4
Sonoma,41,2023-03-17,2023-03-23,180,1,180,1,575,31,2
Sonoma,42,2023-03-24,2023-03-30,157,2,157,2,577,25,1
Sonoma,43,2023-03-31,2023-04-06,113,8,113,8,585,22,1
Sonoma,44,2023-04-07,2023-04-13,150,4,150,4,589,30,2
Sonoma,45,2023-04-14,2023-04-20,170,3,170,3,592,28,3
Sonoma,46,2023-04-21,2023-04-27,130,5,130,5,597,19,2
Sonoma,47,2023-04-28,2023-05-04,95,1,95,1,598,14,2
Sonoma,48,2023-05-05,2023-05-11,91,0,91,0,598,12,2
Sonoma,49,2023-05-12,2023-05-18,89,3,89,3,601,15,2
Sonoma,50,2023-05-19,2023-05-25,89,0,89,0,601,20,2
Sonoma,51,2023-05-26,2023-06-01,77,3,77,3,604,13,1
Sonoma,52,2023-06-02,2023-06-08,56,2,56,2,606,20,1
Sonoma,53,2023-06-09,2023-06-15,57,3,57,3,609,12,1
Sonoma,54,2023-06-16,2023-06-22,71,1,71,1,610,14,2
Sonoma,55,2023-06-23,2023-06-29,66,0,66,0,610,12,0
Sonoma,56,2023-06-30,2023-07-06,72,1,72,1,611,16,1
Sonoma,57,2023-07-07,2023-07-13,91,2,91,2,613,12,1
Sonoma,58,2023-07-14,2023-07-20,117,0,117,0,613,13,1
Sonoma,59,2023-07-21,2023-07-27,105,2,105,2,615,18,0
Sonoma,60,2023-07-28,2023-08-03,136,0,136,0,615,17,2
Sonoma,61,2023-08-04,2023-08-10,182,2,182,2,617,23,2
Sonoma,62,2023-08-11,2023-08-17,190,0,190,0,617,17,0
Sonoma,63,2023-08-18,2023-08-24,197,2,197,2,619,17,0
Sonoma,64,2023-08-25,2023-08-31,208,1,208,1,620,31,1
Sonoma,65,2023-09-01,2023-09-07,192,1,192,1,621,30,1
Sonoma,66,2023-09-08,2023-09-14,180,1,180,1,622,23,1
Sonoma,67,2023-09-15,2023-09-21,150,0,150,0,622,20,1
Sonoma,68,2023-09-22,2023-09-28,122,1,122,1,623,21,0
Sonoma,69,2023-09-29,2023-10-05,97,1,97,1,624,12,1
Sonoma,70,2023-10-06,2023-10-12,95,3,95,3,627,15,0
Sonoma,71,2023-10-13,2023-10-19,122,2,122,2,629,15,3
Sonoma,72,2023-10-20,2023-10-26,141,2,141,2,631,22,4
Sonoma,73,2023-10-27,2023-11-02,148,1,148,1,632,23,4
Sonoma,74,2023-11-03,2023-11-09,153,2,153,2,634,21,2
Sonoma,75,2023-11-10,2023-11-16,117,4,117,4,638,20,2
Sonoma,76,2023-11-17,2023-11-23,95,0,95,0,638,21,3
Sonoma,77,2023-11-24,2023-11-30,125,2,125,2,640,19,3
Sonoma,78,2023-12-01,2023-12-07,119,1,120,1,641,22,1
Sonoma,79,2023-12-08,2023-12-14,139,2,140,2,643,22,2
Sonoma,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,27,2
Sonoma,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,23,2
Sonoma,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,27,3
Sonoma,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,30,1
Sonoma,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,27,5
Sonoma,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,27,2
Sonoma,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,21,1
Sonoma,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,27,3
Sonoma,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,16,1
Sonoma,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,15,2
Sonoma,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,13,1
Sonoma,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,15,1
Sonoma,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,13,1
Sonoma,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,15,0
Stanislaus,1,2022-06-10,2022-06-16,1075,4,1075,4,1706,69,8
Stanislaus,2,2022-06-17,2022-06-23,1127,3,1127,3,1709,90,9
Stanislaus,3,2022-06-24,2022-06-30,1238,3,1238,3,1712,106,9
Stanislaus,4,2022-07-01,2022-07-07,1315,7,1315,7,1719,131,16
Stanislaus,5,2022-07-08,2022-07-14,1408,6,1408,6,1725,119,11
Stanislaus,6,2022-07-15,2022-07-21,1361,8,1361,8,1733,137,12
Stanislaus,7,2022-07-22,2022-07-28,1356,9,1356,9,1742,111,9
Stanislaus,8,2022-07-29,2022-08-04,1097,4,1097,4,1746,105,12
Stanislaus,9,2022-08-05,2022-08-11,967,6,967,6,1752,99,12
Stanislaus,10,2022-08-12,2022-08-18,955,9,955,9,1761,110,13
Stanislaus,11,2022-08-19,2022-08-25,885,6,885,6,1767,94,14
Stanislaus,12,2022-08-26,2022-09-01,752,7,752,7,1774,90,6
Stanislaus,13,2022-09-02,2022-09-08,478,4,478,4,1778,72,4
Stanislaus,14,2022-09-09,2022-09-15,376,3,376,3,1781,64,6
Stanislaus,15,2022-09-16,2022-09-22,282,4,282,4,1785,50,9
Stanislaus,16,2022-09-23,2022-09-29,228,0,228,0,1785,49,5
Stanislaus,17,2022-09-30,2022-10-06,199,1,199,1,1786,54,10
Stanislaus,18,2022-10-07,2022-10-13,212,6,212,6,1792,58,10
Stanislaus,19,2022-10-14,2022-10-20,189,0,189,0,1792,48,4
Stanislaus,20,2022-10-21,2022-10-27,200,3,200,3,1795,38,6
Stanislaus,21,2022-10-28,2022-11-03,279,4,279,4,1799,50,5
Stanislaus,22,2022-11-04,2022-11-10,311,0,311,0,1799,52,11
Stanislaus,23,2022-11-11,2022-11-17,371,1,371,1,1800,59,11
Stanislaus,24,2022-11-18,2022-11-24,451,1,451,1,1801,59,7
Stanislaus,25,2022-11-25,2022-12-01,648,2,648,2,1803,90,8
Stanislaus,26,2022-12-02,2022-12-08,606,4,606,4,1807,100,8
Stanislaus,27,2022-12-09,2022-12-15,548,5,548,5,1812,114,11
Stanislaus,28,2022-12-16,2022-12-22,480,7,480,7,1819,117,8
Stanislaus,29,2022-12-23,2022-12-29,495,8,495,8,1827,109,8
Stanislaus,30,2022-12-30,2023-01-05,363,8,363,8,1835,82,8
Stanislaus,31,2023-01-06,2023-01-12,257,5,257,5,1840,89,7
Stanislaus,32,2023-01-13,2023-01-19,186,3,186,3,1843,73,11
Stanislaus,33,2023-01-20,2023-01-26,198,2,198,2,1845,65,9
Stanislaus,34,2023-01-27,2023-02-02,248,4,248,4,1849,57,7
Stanislaus,35,2023-02-03,2023-02-09,296,7,296,7,1856,57,8
Stanislaus,36,2023-02-10,2023-02-16,265,3,265,3,1859,67,11
Stanislaus,37,2023-02-17,2023-02-23,264,2,264,2,1861,77,10
Stanislaus,38,2023-02-24,2023-03-02,259,2,259,2,1863,62,4
Stanislaus,39,2023-03-03,2023-03-09,240,6,240,6,1869,68,3
Stanislaus,40,2023-03-10,2023-03-16,200,2,200,2,1871,52,5
Stanislaus,41,2023-03-17,2023-03-23,173,4,173,4,1875,44,3
Stanislaus,42,2023-03-24,2023-03-30,133,1,133,1,1876,43,5
Stanislaus,43,2023-03-31,2023-04-06,135,0,135,0,1876,34,2
Stanislaus,44,2023-04-07,2023-04-13,131,2,131,2,1878,28,2
Stanislaus,45,2023-04-14,2023-04-20,98,6,98,6,1884,30,5
Stanislaus,46,2023-04-21,2023-04-27,110,9,110,9,1893,32,4
Stanislaus,47,2023-04-28,2023-05-04,79,1,79,1,1894,25,4
Stanislaus,48,2023-05-05,2023-05-11,105,2,105,2,1896,27,1
Stanislaus,49,2023-05-12,2023-05-18,93,1,93,1,1897,25,3
Stanislaus,50,2023-05-19,2023-05-25,79,0,79,0,1897,16,1
Stanislaus,51,2023-05-26,2023-06-01,86,3,86,3,1900,17,4
Stanislaus,52,2023-06-02,2023-06-08,66,2,66,2,1902,15,1
Stanislaus,53,2023-06-09,2023-06-15,62,0,62,0,1902,17,1
Stanislaus,54,2023-06-16,2023-06-22,56,2,56,2,1904,8,0
Stanislaus,55,2023-06-23,2023-06-29,68,1,68,1,1905,12,0
Stanislaus,56,2023-06-30,2023-07-06,72,1,72,1,1906,12,1
Stanislaus,57,2023-07-07,2023-07-13,93,1,93,1,1907,9,0
Stanislaus,58,2023-07-14,2023-07-20,106,1,106,1,1908,9,0
Stanislaus,59,2023-07-21,2023-07-27,144,0,144,0,1908,4,2
Stanislaus,60,2023-07-28,2023-08-03,173,1,173,1,1909,13,1
Stanislaus,61,2023-08-04,2023-08-10,226,1,226,1,1910,17,3
Stanislaus,62,2023-08-11,2023-08-17,264,3,264,3,1913,24,3
Stanislaus,63,2023-08-18,2023-08-24,282,1,282,1,1914,19,3
Stanislaus,64,2023-08-25,2023-08-31,265,2,265,2,1916,26,2
Stanislaus,65,2023-09-01,2023-09-07,252,0,252,0,1916,33,3
Stanislaus,66,2023-09-08,2023-09-14,211,1,211,1,1917,29,3
Stanislaus,67,2023-09-15,2023-09-21,136,0,136,0,1917,17,2
Stanislaus,68,2023-09-22,2023-09-28,114,1,114,1,1918,17,1
Stanislaus,69,2023-09-29,2023-10-05,95,1,95,1,1919,17,6
Stanislaus,70,2023-10-06,2023-10-12,103,3,103,3,1922,22,2
Stanislaus,71,2023-10-13,2023-10-19,114,1,114,1,1923,14,3
Stanislaus,72,2023-10-20,2023-10-26,106,1,106,1,1924,19,3
Stanislaus,73,2023-10-27,2023-11-02,92,1,92,1,1925,17,4
Stanislaus,74,2023-11-03,2023-11-09,127,1,127,1,1926,13,2
Stanislaus,75,2023-11-10,2023-11-16,138,3,138,3,1929,23,1
Stanislaus,76,2023-11-17,2023-11-23,120,2,120,2,1931,23,3
Stanislaus,77,2023-11-24,2023-11-30,204,3,205,3,1934,26,2
Stanislaus,78,2023-12-01,2023-12-07,225,5,226,5,1939,27,2
Stanislaus,79,2023-12-08,2023-12-14,201,1,202,1,1940,23,2
Stanislaus,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,30,0
Stanislaus,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,33,6
Stanislaus,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,36,1
Stanislaus,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,36,6
Stanislaus,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,35,4
Stanislaus,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,32,2
Stanislaus,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,27,2
Stanislaus,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,23,3
Stanislaus,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,22,3
Stanislaus,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,18,1
Stanislaus,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,10,2
Stanislaus,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,15,2
Stanislaus,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,6,2
Stanislaus,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,7,0
Sutter,1,2022-06-10,2022-06-16,204,0,204,0,228,0,0
Sutter,2,2022-06-17,2022-06-23,186,0,186,0,228,0,0
Sutter,3,2022-06-24,2022-06-30,235,0,235,0,228,0,0
Sutter,4,2022-07-01,2022-07-07,238,0,238,0,228,0,0
Sutter,5,2022-07-08,2022-07-14,272,0,272,0,228,0,0
Sutter,6,2022-07-15,2022-07-21,223,0,223,0,228,0,0
Sutter,7,2022-07-22,2022-07-28,229,1,229,1,229,0,0
Sutter,8,2022-07-29,2022-08-04,232,2,232,2,231,0,0
Sutter,9,2022-08-05,2022-08-11,198,1,198,1,232,0,0
Sutter,10,2022-08-12,2022-08-18,186,0,186,0,232,0,0
Sutter,11,2022-08-19,2022-08-25,177,0,177,0,232,0,0
Sutter,12,2022-08-26,2022-09-01,146,0,146,0,232,0,0
Sutter,13,2022-09-02,2022-09-08,116,0,116,0,232,0,0
Sutter,14,2022-09-09,2022-09-15,90,0,90,0,232,0,0
Sutter,15,2022-09-16,2022-09-22,66,0,66,0,232,0,0
Sutter,16,2022-09-23,2022-09-29,76,0,76,0,232,0,0
Sutter,17,2022-09-30,2022-10-06,36,2,36,2,234,0,0
Sutter,18,2022-10-07,2022-10-13,50,1,50,1,235,0,0
Sutter,19,2022-10-14,2022-10-20,30,0,30,0,235,0,0
Sutter,20,2022-10-21,2022-10-27,41,0,41,0,235,0,0
Sutter,21,2022-10-28,2022-11-03,73,0,73,0,235,0,0
Sutter,22,2022-11-04,2022-11-10,96,0,96,0,235,0,0
Sutter,23,2022-11-11,2022-11-17,92,0,92,0,235,0,0
Sutter,24,2022-11-18,2022-11-24,78,0,78,0,235,0,0
Sutter,25,2022-11-25,2022-12-01,91,0,91,0,235,0,0
Sutter,26,2022-12-02,2022-12-08,109,1,109,1,236,0,0
Sutter,27,2022-12-09,2022-12-15,98,0,98,0,236,0,0
Sutter,28,2022-12-16,2022-12-22,111,2,111,2,238,0,0
Sutter,29,2022-12-23,2022-12-29,118,0,118,0,238,0,0
Sutter,30,2022-12-30,2023-01-05,68,0,68,0,238,0,0
Sutter,31,2023-01-06,2023-01-12,60,0,60,0,238,0,0
Sutter,32,2023-01-13,2023-01-19,46,2,46,2,240,0,0
Sutter,33,2023-01-20,2023-01-26,28,0,28,0,240,0,0
Sutter,34,2023-01-27,2023-02-02,38,2,38,2,242,0,0
Sutter,35,2023-02-03,2023-02-09,51,1,51,1,243,0,0
Sutter,36,2023-02-10,2023-02-16,49,1,49,1,244,0,0
Sutter,37,2023-02-17,2023-02-23,45,0,45,0,244,0,0
Sutter,38,2023-02-24,2023-03-02,41,0,41,0,244,0,0
Sutter,39,2023-03-03,2023-03-09,27,0,27,0,244,0,0
Sutter,40,2023-03-10,2023-03-16,27,0,27,0,244,0,0
Sutter,41,2023-03-17,2023-03-23,42,0,42,0,244,0,0
Sutter,42,2023-03-24,2023-03-30,29,0,29,0,244,0,0
Sutter,43,2023-03-31,2023-04-06,37,0,37,0,244,0,0
Sutter,44,2023-04-07,2023-04-13,23,0,23,0,244,0,0
Sutter,45,2023-04-14,2023-04-20,27,0,27,0,244,0,0
Sutter,46,2023-04-21,2023-04-27,15,1,15,1,245,0,0
Sutter,47,2023-04-28,2023-05-04,15,0,15,0,245,0,0
Sutter,48,2023-05-05,2023-05-11,17,0,17,0,245,0,0
Sutter,49,2023-05-12,2023-05-18,31,1,31,1,246,0,0
Sutter,50,2023-05-19,2023-05-25,18,0,18,0,246,0,0
Sutter,51,2023-05-26,2023-06-01,12,0,12,0,246,0,0
Sutter,52,2023-06-02,2023-06-08,23,0,23,0,246,0,0
Sutter,53,2023-06-09,2023-06-15,4,0,4,0,246,0,0
Sutter,54,2023-06-16,2023-06-22,13,0,13,0,246,0,0
Sutter,55,2023-06-23,2023-06-29,10,0,10,0,246,0,0
Sutter,56,2023-06-30,2023-07-06,12,0,12,0,246,0,0
Sutter,57,2023-07-07,2023-07-13,20,0,20,0,246,0,0
Sutter,58,2023-07-14,2023-07-20,12,0,12,0,246,0,0
Sutter,59,2023-07-21,2023-07-27,20,0,20,0,246,0,0
Sutter,60,2023-07-28,2023-08-03,35,0,35,0,246,0,0
Sutter,61,2023-08-04,2023-08-10,56,1,56,1,247,0,0
Sutter,62,2023-08-11,2023-08-17,77,1,77,1,248,0,0
Sutter,63,2023-08-18,2023-08-24,90,0,90,0,248,0,0
Sutter,64,2023-08-25,2023-08-31,110,1,110,1,249,0,0
Sutter,65,2023-09-01,2023-09-07,79,1,79,1,250,0,0
Sutter,66,2023-09-08,2023-09-14,66,0,66,0,250,0,0
Sutter,67,2023-09-15,2023-09-21,50,1,50,1,251,0,0
Sutter,68,2023-09-22,2023-09-28,38,1,38,1,252,0,0
Sutter,69,2023-09-29,2023-10-05,38,0,38,0,252,0,0
Sutter,70,2023-10-06,2023-10-12,32,1,32,1,253,0,0
Sutter,71,2023-10-13,2023-10-19,42,0,42,0,253,0,0
Sutter,72,2023-10-20,2023-10-26,30,0,30,0,253,0,0
Sutter,73,2023-10-27,2023-11-02,28,1,28,1,254,0,0
Sutter,74,2023-11-03,2023-11-09,43,0,43,0,254,0,0
Sutter,75,2023-11-10,2023-11-16,40,1,40,1,255,0,0
Sutter,76,2023-11-17,2023-11-23,31,0,31,0,255,0,0
Sutter,77,2023-11-24,2023-11-30,38,1,38,1,256,0,0
Sutter,78,2023-12-01,2023-12-07,26,2,26,2,258,0,0
Sutter,79,2023-12-08,2023-12-14,36,0,36,0,258,0,0
Sutter,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,0,0
Sutter,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,0,0
Sutter,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,0,0
Sutter,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,0,0
Sutter,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,0,0
Sutter,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,0,0
Sutter,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,1,0
Sutter,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,0,0
Sutter,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,0,0
Sutter,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,0,0
Sutter,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,0,0
Sutter,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,0,0
Sutter,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,1,0
Sutter,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,0,0
Tehama,1,2022-06-10,2022-06-16,97,0,97,0,208,5,0
Tehama,2,2022-06-17,2022-06-23,92,0,92,0,208,2,0
Tehama,3,2022-06-24,2022-06-30,114,0,114,0,208,4,0
Tehama,4,2022-07-01,2022-07-07,132,2,132,2,210,7,0
Tehama,5,2022-07-08,2022-07-14,117,0,117,0,210,7,1
Tehama,6,2022-07-15,2022-07-21,113,2,113,2,212,6,0
Tehama,7,2022-07-22,2022-07-28,103,2,103,2,214,4,0
Tehama,8,2022-07-29,2022-08-04,78,0,78,0,214,0,1
Tehama,9,2022-08-05,2022-08-11,68,0,68,0,214,2,1
Tehama,10,2022-08-12,2022-08-18,42,0,42,0,214,2,0
Tehama,11,2022-08-19,2022-08-25,58,0,58,0,214,4,0
Tehama,12,2022-08-26,2022-09-01,74,1,74,1,215,6,0
Tehama,13,2022-09-02,2022-09-08,40,0,40,0,215,1,0
Tehama,14,2022-09-09,2022-09-15,44,0,44,0,215,3,0
Tehama,15,2022-09-16,2022-09-22,33,2,33,2,217,0,0
Tehama,16,2022-09-23,2022-09-29,31,1,31,1,218,2,0
Tehama,17,2022-09-30,2022-10-06,21,0,21,0,218,0,0
Tehama,18,2022-10-07,2022-10-13,16,0,16,0,218,0,0
Tehama,19,2022-10-14,2022-10-20,30,0,30,0,218,1,0
Tehama,20,2022-10-21,2022-10-27,29,0,29,0,218,3,2
Tehama,21,2022-10-28,2022-11-03,40,0,40,0,218,3,0
Tehama,22,2022-11-04,2022-11-10,40,0,40,0,218,4,0
Tehama,23,2022-11-11,2022-11-17,70,0,70,0,218,2,0
Tehama,24,2022-11-18,2022-11-24,59,0,59,0,218,3,1
Tehama,25,2022-11-25,2022-12-01,102,1,102,1,219,8,1
Tehama,26,2022-12-02,2022-12-08,81,2,81,2,221,7,1
Tehama,27,2022-12-09,2022-12-15,72,0,72,0,221,4,1
Tehama,28,2022-12-16,2022-12-22,57,2,57,2,223,3,1
Tehama,29,2022-12-23,2022-12-29,57,3,57,3,226,3,0
Tehama,30,2022-12-30,2023-01-05,36,3,36,3,229,2,0
Tehama,31,2023-01-06,2023-01-12,23,0,23,0,229,1,0
Tehama,32,2023-01-13,2023-01-19,11,1,11,1,230,2,1
Tehama,33,2023-01-20,2023-01-26,14,0,14,0,230,1,0
Tehama,34,2023-01-27,2023-02-02,11,1,11,1,231,1,0
Tehama,35,2023-02-03,2023-02-09,17,0,17,0,231,2,0
Tehama,36,2023-02-10,2023-02-16,15,3,15,3,234,1,0
Tehama,37,2023-02-17,2023-02-23,13,0,13,0,234,1,0
Tehama,38,2023-02-24,2023-03-02,14,0,14,0,234,4,1
Tehama,39,2023-03-03,2023-03-09,12,0,12,0,234,3,0
Tehama,40,2023-03-10,2023-03-16,16,0,16,0,234,2,0
Tehama,41,2023-03-17,2023-03-23,9,2,9,2,236,1,0
Tehama,42,2023-03-24,2023-03-30,9,0,9,0,236,0,0
Tehama,43,2023-03-31,2023-04-06,8,0,8,0,236,1,0
Tehama,44,2023-04-07,2023-04-13,14,0,14,0,236,1,0
Tehama,45,2023-04-14,2023-04-20,5,2,5,2,238,0,0
Tehama,46,2023-04-21,2023-04-27,10,0,10,0,238,0,0
Tehama,47,2023-04-28,2023-05-04,8,0,8,0,238,0,0
Tehama,48,2023-05-05,2023-05-11,16,0,16,0,238,3,0
Tehama,49,2023-05-12,2023-05-18,10,0,10,0,238,3,0
Tehama,50,2023-05-19,2023-05-25,13,1,13,1,239,2,0
Tehama,51,2023-05-26,2023-06-01,9,1,9,1,240,0,0
Tehama,52,2023-06-02,2023-06-08,5,0,5,0,240,0,0
Tehama,53,2023-06-09,2023-06-15,8,0,8,0,240,1,0
Tehama,54,2023-06-16,2023-06-22,6,0,6,0,240,1,0
Tehama,55,2023-06-23,2023-06-29,2,0,2,0,240,0,0
Tehama,56,2023-06-30,2023-07-06,4,0,4,0,240,0,0
Tehama,57,2023-07-07,2023-07-13,7,0,7,0,240,0,0
Tehama,58,2023-07-14,2023-07-20,8,0,8,0,240,1,0
Tehama,59,2023-07-21,2023-07-27,7,0,7,0,240,0,0
Tehama,60,2023-07-28,2023-08-03,6,0,6,0,240,0,0
Tehama,61,2023-08-04,2023-08-10,10,0,10,0,240,0,0
Tehama,62,2023-08-11,2023-08-17,11,0,11,0,240,0,0
Tehama,63,2023-08-18,2023-08-24,9,0,9,0,240,0,0
Tehama,64,2023-08-25,2023-08-31,32,0,32,0,240,0,0
Tehama,65,2023-09-01,2023-09-07,31,0,31,0,240,2,0
Tehama,66,2023-09-08,2023-09-14,28,1,28,1,241,2,1
Tehama,67,2023-09-15,2023-09-21,27,0,27,0,241,0,0
Tehama,68,2023-09-22,2023-09-28,30,0,30,0,241,1,0
Tehama,69,2023-09-29,2023-10-05,16,0,16,0,241,0,0
Tehama,70,2023-10-06,2023-10-12,16,0,16,0,241,1,1
Tehama,71,2023-10-13,2023-10-19,8,1,8,1,242,1,0
Tehama,72,2023-10-20,2023-10-26,8,0,8,0,242,1,0
Tehama,73,2023-10-27,2023-11-02,10,0,10,0,242,1,0
Tehama,74,2023-11-03,2023-11-09,14,0,14,0,242,1,0
Tehama,75,2023-11-10,2023-11-16,26,0,26,0,242,2,0
Tehama,76,2023-11-17,2023-11-23,17,1,17,1,243,1,0
Tehama,77,2023-11-24,2023-11-30,27,0,27,0,243,1,0
Tehama,78,2023-12-01,2023-12-07,35,0,35,0,243,2,0
Tehama,79,2023-12-08,2023-12-14,35,1,35,1,244,1,0
Tehama,80,2023-12-15,2023-12-21,NA,NA,NA,NA,NA,4,1
Tehama,81,2023-12-22,2023-12-28,NA,NA,NA,NA,NA,1,0
Tehama,82,2023-12-29,2024-01-04,NA,NA,NA,NA,NA,3,1
Tehama,83,2024-01-05,2024-01-11,NA,NA,NA,NA,NA,3,0
Tehama,84,2024-01-12,2024-01-18,NA,NA,NA,NA,NA,2,0
Tehama,85,2024-01-19,2024-01-25,NA,NA,NA,NA,NA,3,0
Tehama,86,2024-01-26,2024-02-01,NA,NA,NA,NA,NA,3,0
Tehama,87,2024-02-02,2024-02-08,NA,NA,NA,NA,NA,0,0
Tehama,88,2024-02-09,2024-02-15,NA,NA,NA,NA,NA,2,2
Tehama,89,2024-02-16,2024-02-22,NA,NA,NA,NA,NA,3,1
Tehama,90,2024-02-23,2024-02-29,NA,NA,NA,NA,NA,1,1
Tehama,91,2024-03-01,2024-03-07,NA,NA,NA,NA,NA,5,0
Tehama,92,2024-03-08,2024-03-14,NA,NA,NA,NA,NA,1,0
Tehama,93,2024-03-15,2024-03-21,NA,NA,NA,NA,NA,1,0
Trinity,1,2022-06-10,2022-06-16,11,0,11,0,20,0,0
Trinity,2,2022-06-17,2022-06-23,19,0,19,0,20,0,0
Trinity,3,2022-06-24,2022-06-30,18,0,18,0,20,2,0
Trinity,4,2022-07-01,2022-07-07,32,0,32,0,20,2,0
Trinity,5,2022-07-08,2022-07-14,24,0,24,0,20,1,0
Trinity,6,2022-07-15,2022-07-21,14,0,14,0,20,0,0
Trinity,7,2022-07-22,2022-07-28,11,0,11,0,20,1,0
Trinity,8,2022-07-29,2022-08-04,9,1,9,1,21,0,0
Trinity,9,2022-08-05,2022-08-11,7,0,7,0,21,0,0
Trinity,10,2022-08-12,2022-08-18,11,0,11,0,21,0,0
Trinity,11,2022-08-19,2022-08-25,12,0,12,0,21,0,0
Trinity,12,2022-08-26,2022-09-01,3,0,3,0,21,0,0
Trinity,13,2022-09-02,2022-09-08,3,0,3,0,21,0,0
Trinity,14,2022-09-09,2022-09-15,3,0,3,0,21,0,0
Trinity,15,2022-09-16,2022-09-22,1,0,1,0,21,0,0
Trinity,16,2022-09-23,2022-09-29,3,0,3,0,21,0,0
Trinity,17,2022-09-30,2022-10-06,1,0,1,0,21,0,0
Trinity,18,2022-10-07,2022-10-13,1,0,1,0,21,0,0
Trinity,19,2022-10-14,2022-10-20,1,0,1,0,21,0,0
Trinity,20,2022-10-21,2022-10-27,7,0,7,0,21,0,0
Trinity,21,2022-10-28,2022-11-03,12,0,12,0,21,4,0
Trinity,22,2022-11-04,2022-11-10,7,1,7,1,22,0,0
Trinity,23,2022-11-11,2022-11-17,8,2,8,2,24,0,0
Trinity,24,2022-11-18,2022-11-24,4,0,4,0,24,0,0
Trinity,25,2022-11-25,2022-12-01,4,0,4,0,24,0,0
Trinity,26,2022-12-02,2022-12-08,0,0,0,0,24,0,0
Trinity,27,2022-12-09,2022-12-15,5,0,5,0,24,0,0
Trinity,28,2022-12-16,2022-12-22,1,0,1,0,24,0,0
Trinity,29,2022-12-23,2022-12-29,6,0,6,0,24,0,0
Trinity,30,2022-12-30,2023-01-05,2,0,2,0,24,0,0
Trinity,31,2023-01-06,2023-01-12,3,1,3,1,25,0,0
Trinity,32,2023-01-13,2023-01-19,3,0,3,0,25,0,0
Trinity,33,2023-01-20,2023-01-26,2,1,2,1,26,0,0
Trinity,34,2023-01-27,2023-02-02,8,0,8,0,26,0,0
Trinity,35,2023-02-03,2023-02-09,0,0,0,0,26,0,0
Trinity,36,2023-02-10,2023-02-16,1,0,1,0,26,0,0
Trinity,37,2023-02-17,2023-02-23,0,0,0,0,26,0,0
